Unnamed: 0,Image,Review Text,Processed_Review,Feature_Extraction
2923,['Downloaded_Images/71GS1fSBwYL._SY88.jpg'],"Poor design doesn't line their own pedals up when connected using these. The offset isn't enough and results in each pedal along the line mounted a bit lower than the one next to it. As you can see in the picture, the third pedal from the chain is already almost off the board. How can they overlook this?",poor design line pedal connect use offset enough result pedal along line mount bit lower one next see pictur third pedal chain alreadi almost board overlook,"[array([0.       , 0.       , 0.       , ..., 3.7914462, 0.       ,
       0.       ], dtype=float32)]"
398,['Downloaded_Images/61o9htl5BeL._SY88.jpg'],Puts your extra picks right where you need them.,put extra pick right need,"[array([0.      , 0.      , 0.      , ..., 0.      , 2.594256, 0.      ],
      dtype=float32)]"
1120,['Downloaded_Images/71udPhgkA6L._SY88.jpg'],"Cable quality is great, as usual from monoprice. However, Monoprice used a very sticky tape that left a huge amount of tape-glue on the cable rather than two twist ties or similar..Went through 10 minutes and 3 clorox wipes getting it all (mostly) off. Unusual for them.
In the photo, the shiny parts on the left and right ate glue residue from the tape. It was thick enough that it coats your fingers when you touch it., and instantly picked up fuzz from everything it touched; not cleaning it was not an option. You'd end up with a fireball every foot of cable.",cabl qualiti great usual monopric howev monopric use sticki tape left huge amount cabl rather two twist tie similar went 10 minut 3 clorox wipe get mostli unusu photo shini part left right ate glue residu tape thick enough coat finger touch instantli pick fuzz everyth touch clean option end firebal everi foot cabl,"[array([ 0.      , 14.949104,  0.      , ...,  0.      ,  0.      ,
       20.691221], dtype=float32)]"
3811,['Downloaded_Images/81mIJMiqrgL._SY88.jpg'],"Tried a number of noise gates, including the EHX silencer.  This one blows them all away.  Wanted a gate that would allow me to roll off my volume knob in crunch mode and still gate.  This is the only one that really works.  Get it!",tri number nois gate includ ehx silenc one blow away want gate would allow roll volum knob crunch mode still gate one realli work get,"[array([0.       , 0.       , 0.       , ..., 0.       , 1.4003189,
       0.       ], dtype=float32)]"
1717,['Downloaded_Images/71GI3VVhi1L._SY88.jpg'],"If you're looking for mixer to really get busy when it comes to scratching, mixing, or whatever, trust me you need to jump on this mixer right here.
It's not the Rane 62 but the Fader has the same feel. I'd battle ANYONE on it. Word up.
The Mixgician",look mixer realli get busi come scratch mix whatev trust need jump mixer right rane 62 fader feel battl anyon word mixgician,"[array([ 0.      , 30.59832 ,  0.      , ...,  0.      ,  0.      ,
        3.420499], dtype=float32)]"
2843,['Downloaded_Images/71sZDs4m3AL._SY88.jpg'],"Exactly what I needed to give my studio professional sound quality. Also fairly easy to install, I suggest using t-pins either 1.5in or 2in. Overall very happy with it.",exactli need give studio profession sound qualiti also fairli easi instal suggest use either 2in overal happi,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
291,['Downloaded_Images/61OJS3GWEYL._SY88.jpg'],"I just tested this fog fluid with a 1byone 400W fogger. Two 30 second bursts were sufficient to create enough fog layers for a moody atmosphere in a 2 car garage. This being a hot space I was pleasantly surprised by how long the fog would linger. It would quickly rise to eye level and then just hang there. Another nice surprise was the odor- there is not much of it, but if you step in the middle of a thick pocket it smells like lavender (?) soap.
Only downside is that the fog is not very dense. The difference between 2 bursts and 5 bursts was not too pronounced; it's a grey mist that does not become white or truly opaque, with visibility remaining at > 9 feet.",test fog fluid 1byon 400w fogger two 30 second burst suffici creat enough fog layer moodi atmospher 2 car garag hot space pleasantli surpris long fog would linger would quickli rise eye level hang anoth nice surpris much step middl thick pocket smell like lavend soap downsid fog den differ 2 burst 5 burst pronounc grey mist becom white truli opaqu visibl remain 9 foot,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
22,"['Downloaded_Images/71KFsmHNFlL._SY88.jpg', 'Downloaded_Images/71iqKwVavSL._SY88.jpg']","As a ""Starter"""" guitar or as a legit back-up it's hard to beat the LP-100 for the price.  I was a complete newb when I bought this model 5 months ago - took it to a friend who's been playing for 30 years and he was really impressed with everything about it.  As a result of having such a good time learning on this one I upgraded 3 weeks ago to an Epiphone Les Paul Standard Red Royale Model.  I got the LP-100 back out last night for the heck of it and am Still impressed with it. Had thought about selling it when I got the new Epi LP but I think now I will hold on to it awhile!!  I purchased Black with cream colored trim then swapped out some of the trim for black and blue",starter guitar legit hard beat price complet newb bought model 5 month ago took friend play 30 year realli impress everyth result good time learn one upgrad 3 week ago epiphon le paul standard red royal model got back last night heck still impress thought sell got new epi lp think hold awhil purchas black cream color trim swap trim black blue,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 20.586632,
        0.      ], dtype=float32), array([0.       , 0.       , 0.       , ..., 1.0572768, 0.       ,
       0.       ], dtype=float32)]"
1155,['Downloaded_Images/71Ev9KsZMCL._SY88.jpg'],purchased a very used studio les paul...ruff shape buddies came together and super cleaned it..changed the knobs..glad i did these did the job just fine..will use again,purchas use studio le paul ruff shape buddi came togeth super clean chang knob glad job fine use,"[array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
2343,['Downloaded_Images/711DEh+u9hL._SY88.jpg'],"(Review is based on using it with the PYLE PSMRS11 Acoustic Isolation Microphone shield, you can buy it as a package. I bought mine separately) It is one heavy duty mic stand, but I got it for holding up the PYLE PSMRS11 Acoustic Isolation Microphone shield and the damn shield was too heavy to hold in place!  It kept falling over. This mic stand was sold to hold the darn thing but it only works if you place the Isolation Shield in a certain direction (see picture). You must remove the rubber pads that are on the Microphone shield, if you don't you'll find your Isolation shield on the floor! The weight is too heavy for the rubber pads to hold them up (they are glued on). So you have to tighten metal to metal to hold the shield in place. You have to constantly check the tightening supports to make sure they don't pull the support stand down with it! You also have to remove the bottom metal desk supports from the Mic Shield to lighten the load on the Mic Stand. I hope this helps everyone using this for a Mic Shield.",review base use pyle psmrs11 acoust isol microphon shield buy packag bought mine separ one heavi duti mic stand got hold pyle psmrs11 acoust isol microphon shield damn shield heavi hold place kept fall mic stand sold hold darn thing work place isol shield certain direct see pictur must remov rubber pad microphon shield find isol shield floor weight heavi rubber pad hold glu tighten metal metal hold shield place constantli check tighten support make sure pull support stand also remov bottom metal desk support mic shield lighten load mic stand hope help everyon use mic shield,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 14.517007,
        0.      ], dtype=float32)]"
2834,['Downloaded_Images/717A4kNuyWL._SY88.jpg'],"I was able to install my new guitar hanger easily. I found a stud exactly where I wanted to install it, and I predrilled the holes to accommodate the two long wood screws; drywall anchors are included in the package.

The metal bracket is sturdy, and the wooden plate is held in place with a key-like spacer sleeved around the hanger bolt.

I am impressed with the results. I highly recommend this guitar hanger for anyone whose guitar is taking up room on the floor.",abl instal new guitar hanger easili found stud exactli want instal predril hole accommod two long wood screw drywal anchor includ packag metal bracket sturdi wooden plate held place spacer sleev around hanger bolt impress result highli recommend guitar hanger anyon whose guitar take room floor,"[array([0.       , 0.       , 0.       , ..., 0.       , 1.8777666,
       0.       ], dtype=float32)]"
2663,['Downloaded_Images/811ttHnDMCL._SY88.jpg'],"In all fairness, I have not used my&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Samson-MK-10-Microphone-Boom-Stand/dp/B003CLIPHO/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Samson MK-10 Microphone Boom Stand</a>&nbsp;the way I thought I would when I bought it. It's a great quality, portable product that does not fit my&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Audio-Technica-ATR2100-USB-Cardioid-Dynamic-USB-XLR-Microphone/dp/B004QJOZS4/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Audio-Technica ATR2100-USB Cardioid Dynamic USB/XLR Microphone</a>&nbsp;BUT is a great on-the-go, multi-purpose stand. Literally, you can secure cameras, lighting, and background props to it in a snap and you don't have to worry about the stand falling over or bending. I love it!",fair use nbsp samson microphon boom stand nbsp way thought would bought great qualiti portabl product fit nbsp cardioid dynam microphon nbsp great stand liter secur camera light background prop snap worri stand fall bend love,"[array([ 0.      ,  0.      ,  0.      , ...,  0.      , 13.109634,
        0.      ], dtype=float32)]"
2904,"['Downloaded_Images/71dcpCq58YL._SY88.jpg', 'Downloaded_Images/71-M5wMaSzL._SY88.jpg']","Do not let the low price fool you! This is an incredible device with the free mixing software. It has been years since i tracked anything. Back then everything was Solid State and Analogue. With this Scarlett Solo, a moderate computer, and a large monitor (i stress large because there is too much control with the software), you can really lay down some serious tracks.

So if you are new or getting back to it, GET IT!

Pro's
Customer Support
You Tube videos

Con's
TOO many features with the Scarlet Pro Software.
A instructional, ""downloadable"" simple user manual.",let low price fool incred devic free mix softwar year sinc track anyth back everyth solid state analogu scarlett solo moder comput larg monitor stress larg much control softwar realli lay seriou track new get back get custom support tube video mani featur scarlet pro softwar instruct download simpl user manual,"[array([0.      , 0.      , 0.      , ..., 0.      , 0.      , 3.134907],
      dtype=float32), array([0., 0., 0., ..., 0., 0., 0.], dtype=float32)]"
